source_id,date,description,pollutant_ppm,biological,results
KiRu27263224,11/14/22 14:39,"Inorganic contaminants: Lead, Chromium, Zinc",2.55954,0,Contaminated: Chemical
AkRu02859224,11/14/22 14:56,Clean,0.0545003,3.28E-06,Clean
KiHa22776224,11/14/22 14:57,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
KiAm22387224,11/14/22 14:58,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
HaRu17024224,11/14/22 15:19,"Inorganic contaminants: Arsenic, Zinc, Copper",8.39599,0,Contaminated: Chemical
AkRu05469224,11/14/22 15:33,"Inorganic contaminants: Mercury, Barium, Arsenic, Cadmium",2.37462,0,Contaminated: Chemical
AkRu08274224,11/14/22 15:34,"Inorganic contaminants: Barium, Arsenic, Zinc, Lead",4.01752,0,Contaminated: Chemical
KiMr25002224,11/14/22 15:34,"Inorganic contaminants: Silver, Silver",2.71955,0,Contaminated: Chemical
HaRu19074224,11/14/22 16:28,Bacteria: Shigella,0,318.664,Contaminated: Biological
HaZa21788224,11/14/22 16:41,"Inorganic contaminants: Barium, Barium",3.22804,0,Contaminated: Chemical
KiRu29865224,11/14/22 16:48,Bacteria: E. coli,0,16.6159,Contaminated: Biological
SoCh32082224,11/17/22 9:51,"Inorganic contaminants: Cadmium, Cadmium, Zinc, Zinc",8.30544,0,Contaminated: Chemical
KiRu27237224,11/17/22 10:32,Clean,0.0737888,9.03E-05,Clean
KiRu29493224,11/17/22 10:34,"Inorganic contaminants: Copper, Selenium, Zinc",2.39616,0,Contaminated: Chemical
AkKi01177224,11/17/22 10:52,Bacteria: E. coli,0,44.3712,Contaminated: Biological
AkLu01679224,11/17/22 12:23,Clean,0.0976632,4.16E-05,Clean
AkRu04298224,11/17/22 12:35,"Inorganic contaminants: Chromium, Arsenic, Copper, Copper",4.86445,0,Contaminated: Chemical
AmBe11318224,11/17/22 12:43,Clean,0.0737115,3.73E-05,Clean
AkRu08023224,11/17/22 13:26,"Inorganic contaminants: Copper, Zinc, Selenium, Silver",9.09521,0,Contaminated: Chemical
AkRu06126224,11/17/22 13:30,"Inorganic contaminants: Lead, Arsenic",7.83813,0,Contaminated: Chemical
KiAm22267224,11/17/22 13:42,"Inorganic contaminants: Chromium, Silver, Arsenic, Barium",2.10539,0,Contaminated: Chemical
SoBa31757224,11/17/22 14:24,Bacteria: E. coli,0,22.008,Contaminated: Biological
HaRu18314224,11/17/22 14:43,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
KiRu29336224,11/17/22 15:09,"Inorganic contaminants: Silver, Zinc, Barium",9.29503,0,Contaminated: Chemical
KiMr24460224,11/17/22 15:52,"Inorganic contaminants: Lead, Silver, Zinc",3.41,0,Contaminated: Chemical
AmRu14824224,11/17/22 16:08,Bacteria: Salmonella,0,267.371,Contaminated: Biological
SoCh32148224,11/17/22 16:12,"Inorganic contaminants: Cadmium, Lead",3.12686,0,Contaminated: Chemical
HaAm16209224,11/17/22 16:33,"Inorganic contaminants: Chromium, Zinc",9.016,0,Contaminated: Chemical
SoRu39031224,11/17/22 16:42,"Inorganic contaminants: Chromium, Lead, Arsenic, Lead",9.70301,0,Contaminated: Chemical
HaRu17438224,11/17/22 16:57,Clean,0.026201,6.16E-05,Clean
KiMr24949224,11/18/22 9:16,Clean,0.0245286,9.62E-05,Clean
AkRu04799224,11/18/22 9:26,Bacteria: E. coli,0,26.9267,Contaminated: Biological
KiMr24583224,11/18/22 10:05,Clean,0.0416587,9.60E-05,Clean
KiRu28628224,11/18/22 10:07,Virus: Enteroviruses,0,262.668,Contaminated: Biological
HaSe20932224,11/18/22 10:45,Clean,0.0375733,9.14E-05,Clean
AkRu06102224,11/18/22 11:31,Clean,0.0888447,6.91E-05,Clean
SoMa34252224,11/18/22 11:40,Clean,0.0847632,7.11E-05,Clean
KiRu28982224,11/18/22 12:03,"Inorganic contaminants: Copper, Copper, Lead",6.62546,0,Contaminated: Chemical
SoRu37900224,11/18/22 12:06,Clean,0.011354,4.84E-05,Clean
SoRu38308224,11/18/22 12:21,"Inorganic contaminants: Copper, Lead, Arsenic, Mercury",5.22378,0,Contaminated: Chemical
KiRu29255224,11/18/22 12:26,Bacteria: Shigella,0,318.664,Contaminated: Biological
SoCh32155224,11/18/22 13:45,"Inorganic contaminants: Chromium, Lead",8.28301,0,Contaminated: Chemical
HaZa21761224,11/18/22 13:47,"Inorganic contaminants: Copper, Cadmium, Silver",8.77116,0,Contaminated: Chemical
SoRu36376224,11/18/22 14:15,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
KiRu29639224,11/18/22 14:31,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
KiRu27822224,11/18/22 14:32,"Inorganic contaminants: Mercury, Zinc",5.84675,0,Contaminated: Chemical
SoIl32677224,11/18/22 14:39,Bacteria: E. coli,0,18.6095,Contaminated: Biological
AkRu05291224,11/18/22 15:10,"Inorganic contaminants: Mercury, Barium, Copper, Zinc",2.21723,0,Contaminated: Chemical
SoRu39195224,11/18/22 15:13,"Inorganic contaminants: Selenium, Cadmium, Barium",4.79557,0,Contaminated: Chemical
KiRu26201224,11/18/22 15:15,Bacteria: E. coli,0,12.2675,Contaminated: Biological
AmPw12285224,11/18/22 15:28,Clean,0.0605187,2.88E-05,Clean
KiHa22971224,11/18/22 15:45,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiRu26048224,11/18/22 15:56,"Inorganic contaminants: Selenium, Arsenic, Barium",3.40525,0,Contaminated: Chemical
KiRu28301224,11/18/22 16:00,Clean,0.0732437,9.88E-05,Clean
KiRu29543224,11/18/22 16:03,Inorganic contaminants: Selenium,6.80268,0,Contaminated: Chemical
KiRu25944224,11/18/22 16:22,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
KiRu28182224,11/18/22 16:26,Clean,0.055957,7.38E-06,Clean
AkRu02657224,11/18/22 16:32,Clean,0.0134182,4.06E-05,Clean
AkLu02127224,11/18/22 16:44,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiRu29192224,11/18/22 16:54,Bacteria: Salmonella,0,267.371,Contaminated: Biological
KiIs23798224,11/19/22 9:08,"Inorganic contaminants: Arsenic, Silver",2.44892,0,Contaminated: Chemical
SoCh32101224,11/19/22 9:34,Clean,0.069086,8.09E-05,Clean
AmRu13305224,11/19/22 9:34,Bacteria: Salmonella,0,267.371,Contaminated: Biological
HaDe16384224,11/19/22 9:49,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
SoRu35447224,11/19/22 10:02,Clean,0.0439655,8.27E-05,Clean
SoBa31829224,11/19/22 10:10,Clean,0.0509274,7.10E-05,Clean
KiRu25648224,11/19/22 10:14,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
KiRu29124224,11/19/22 10:24,Inorganic contaminants: Arsenic,5.28218,0,Contaminated: Chemical
AmRu13833224,11/19/22 11:12,Clean,0.0463646,6.62E-06,Clean
KiHa23125224,11/19/22 11:32,"Inorganic contaminants: Barium, Copper",1.50648,0,Contaminated: Chemical
KiRu27011224,11/19/22 12:22,"Inorganic contaminants: Silver, Silver, Arsenic, Lead",4.34323,0,Contaminated: Chemical
SoMa33894224,11/19/22 12:28,Virus: Enteroviruses,0,262.668,Contaminated: Biological
HaRu18537224,11/19/22 12:36,"Inorganic contaminants: Barium, Zinc, Lead, Copper",1.81839,0,Contaminated: Chemical
KiHa23451224,11/19/22 12:48,"Inorganic contaminants: Zinc, Arsenic, Zinc, Cadmium",2.34752,0,Contaminated: Chemical
AkRu08283224,11/19/22 13:13,Clean,0.0751759,2.02E-05,Clean
SoKo33400224,11/19/22 13:59,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
SoIl32947224,11/19/22 14:18,"Inorganic contaminants: Copper, Arsenic, Arsenic",5.76803,0,Contaminated: Chemical
AkRu07929224,11/19/22 14:38,Clean,0.0632061,8.11E-05,Clean
HaRu17200224,11/19/22 15:34,Clean,0.0447197,4.51E-05,Clean
HaSe21066224,11/19/22 15:39,Clean,0.067431,8.22E-05,Clean
AmRu15260224,11/19/22 16:01,Inorganic contaminants: Silver,3.5357,0,Contaminated: Chemical
SoCh32027224,11/19/22 16:32,Clean,0.0303179,7.55E-05,Clean
KiRu29753224,11/19/22 16:38,Bacteria: E. coli,0,5.50879,Contaminated: Biological
KiHa22948224,11/19/22 16:48,"Inorganic contaminants: Mercury, Silver, Selenium, Barium",2.16586,0,Contaminated: Chemical
AmAm09816224,11/20/22 9:06,Inorganic contaminants: Selenium,2.76437,0,Contaminated: Chemical
AmAm09973224,11/20/22 9:06,Bacteria: Salmonella,0,267.371,Contaminated: Biological
KiHa23288224,11/20/22 9:08,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiIs23611224,11/20/22 9:33,Bacteria: E. coli,0,40.7415,Contaminated: Biological
HaRu19687224,11/20/22 9:50,"Inorganic contaminants: Zinc, Lead",3.52049,0,Contaminated: Chemical
KiRu25514224,11/20/22 10:31,Virus: Enteroviruses,0,262.668,Contaminated: Biological
SoRu35922224,11/20/22 10:41,"Inorganic contaminants: Arsenic, Lead",6.81499,0,Contaminated: Chemical
KiIs23668224,11/20/22 10:51,Bacteria: E. coli,0,37.1813,Contaminated: Biological
KiRu27329224,11/20/22 11:18,"Inorganic contaminants: Barium, Barium, Selenium",5.33912,0,Contaminated: Chemical
KiAm22393224,11/20/22 11:20,Inorganic contaminants: Lead,3.88158,0,Contaminated: Chemical
AkRu04251224,11/20/22 11:22,Clean,0.0248025,3.08E-05,Clean
AkRu03832224,11/20/22 11:46,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
HaRu18168224,11/20/22 12:04,Inorganic contaminants: Arsenic,3.47018,0,Contaminated: Chemical
AkLu02220224,11/20/22 12:39,Clean,0.0140044,2.77E-05,Clean
HaRu17101224,11/20/22 12:59,Clean,0.0316262,4.59E-05,Clean
KiRu27764224,11/20/22 13:02,Virus: Enteroviruses,0,262.668,Contaminated: Biological
AmAs10357224,11/20/22 13:26,Bacteria: Shigella,0,318.664,Contaminated: Biological
HaZa21643224,11/20/22 14:09,Bacteria: Shigella,0,318.664,Contaminated: Biological
HaDe16490224,11/20/22 14:09,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
AkRu08192224,11/20/22 14:29,"Inorganic contaminants: Barium, Zinc",3.89322,0,Contaminated: Chemical
AkRu03800224,11/20/22 14:43,Clean,0.0824503,4.63E-05,Clean
SoRu36879224,11/20/22 14:53,Clean,0.0953598,9.40E-05,Clean
AkLu02266224,11/20/22 15:11,Virus: Enteroviruses,0,262.668,Contaminated: Biological
AkRu04619224,11/20/22 15:14,Clean,0.0554757,3.11E-05,Clean
KiRu28063224,11/20/22 15:27,Inorganic contaminants: Cadmium,4.04257,0,Contaminated: Chemical
KiIs23628224,11/20/22 15:42,Clean,0.0369961,7.37E-05,Clean
KiRu27174224,11/20/22 15:58,Clean,0.0492748,7.48E-05,Clean
KiMr24739224,11/20/22 16:51,Clean,0.0103765,5.32E-05,Clean
HaRu20070224,11/21/22 9:28,Clean,0.0179824,4.16E-05,Clean
KiRu30130224,11/21/22 9:44,Bacteria: Shigella,0,318.664,Contaminated: Biological
AkRu04524224,11/21/22 9:52,"Inorganic contaminants: Chromium, Zinc, Copper, Arsenic",1.10054,0,Contaminated: Chemical
HaDe16393224,11/21/22 10:50,Bacteria: E. coli,0,13.6817,Contaminated: Biological
KiRu29276224,11/21/22 11:08,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
HaZa21741224,11/21/22 11:25,Bacteria: Shigella,0,318.664,Contaminated: Biological
HaDe16363224,11/21/22 11:55,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiAm22626224,11/21/22 12:08,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
AkRu06432224,11/21/22 12:14,Clean,0.061911,4.85E-05,Clean
HaRu18455224,11/21/22 12:40,"Inorganic contaminants: Mercury, Barium",5.3868,0,Contaminated: Chemical
HaRu20839224,11/21/22 12:53,Inorganic contaminants: Silver,1.27248,0,Contaminated: Chemical
AkRu05909224,11/21/22 13:02,Clean,0.0707341,1.75E-05,Clean
KiRu28443224,11/21/22 13:03,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
AkRu03197224,11/21/22 13:09,Clean,0.0544093,4.21E-05,Clean
HaRu20864224,11/21/22 13:10,"Inorganic contaminants: Arsenic, Barium, Selenium",7.7133,0,Contaminated: Chemical
KiRu27297224,11/21/22 13:18,Bacteria: E. coli,0.0856842,8.62509,Contaminated: Biological
SoCh31907224,11/21/22 13:34,Clean,0.0564781,6.38E-05,Clean
AkKi01168224,11/21/22 14:15,Virus: Enteroviruses,0,262.668,Contaminated: Biological
SoRu39560224,11/21/22 14:36,Virus: Enteroviruses,0,262.668,Contaminated: Biological
AkHa00027224,11/21/22 14:40,Clean,0.0109894,4.48E-05,Clean
SoMa33608224,11/21/22 15:01,Clean,0.0309688,3.26E-05,Clean
AmRu14642224,11/21/22 15:07,Clean,0.0314402,2.86E-05,Clean
AkRu02654224,11/21/22 15:35,"Inorganic contaminants: Mercury, Zinc",6.28093,0,Contaminated: Chemical
AkKi01361224,11/21/22 15:49,Bacteria: Salmonella,0,267.371,Contaminated: Biological
AmRu15423224,11/21/22 16:34,Bacteria: E. coli,0,6.86471,Contaminated: Biological
SoMa34011224,11/21/22 16:55,"Inorganic contaminants: Lead, Selenium, Cadmium, Copper",6.27579,0,Contaminated: Chemical
AmRu14461224,11/21/22 16:57,Bacteria: Shigella,0,318.664,Contaminated: Biological
AkHa00313224,11/24/22 9:02,Clean,0.0228572,4.53E-05,Clean
KiRu25766224,11/24/22 9:25,Clean,0.0697408,4.08E-05,Clean
SoRu35347224,11/24/22 9:37,Inorganic contaminants: Silver,7.96736,0,Contaminated: Chemical
HaRu17673224,11/24/22 9:56,"Inorganic contaminants: Arsenic, Copper",2.6189,0,Contaminated: Chemical
SoRu37873224,11/24/22 10:42,Virus: Enteroviruses,0,262.668,Contaminated: Biological
KiRu25855224,11/24/22 11:09,Virus: Enteroviruses,0,262.668,Contaminated: Biological
SoRu37357224,11/24/22 12:10,"Inorganic contaminants: Selenium, Zinc, Selenium, Barium",5.82443,0,Contaminated: Chemical
AmRu13849224,11/24/22 12:20,Inorganic contaminants: Barium,2.36738,0,Contaminated: Chemical
AkLu02181224,11/24/22 12:24,"Inorganic contaminants: Zinc, Copper",8.31169,0,Contaminated: Chemical
SoKo33423224,11/24/22 12:30,"Inorganic contaminants: Arsenic, Lead, Arsenic, Arsenic",2.25728,0,Contaminated: Chemical
KiAm22242224,11/24/22 12:31,"Inorganic contaminants: Lead, Arsenic, Cadmium, Silver",8.9296,0,Contaminated: Chemical
KiRu26548224,11/24/22 12:36,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
HaRu17341224,11/24/22 12:40,Inorganic contaminants: Silver,9.10521,0,Contaminated: Chemical
KiMr25071224,11/24/22 12:44,Clean,0.0940615,6.79E-05,Clean
SoRu36949224,11/24/22 13:01,Bacteria: E. coli,0,43.2785,Contaminated: Biological
KiRu27823224,11/24/22 13:05,Clean,0.0603048,1.71E-05,Clean
HaRu17697224,11/24/22 13:06,Virus: Enteroviruses,0,262.668,Contaminated: Biological
KiRu28672224,11/24/22 14:02,"Inorganic contaminants: Chromium, Arsenic",9.37494,0,Contaminated: Chemical
KiIs23733224,11/24/22 14:55,Bacteria: E. coli,0,45.7983,Contaminated: Biological
AkHa00092224,11/24/22 14:55,Inorganic contaminants: Selenium,1.73625,0,Contaminated: Chemical
SoRu35624224,11/24/22 15:49,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
KiRu30329224,11/24/22 16:02,Clean,0.0920469,8.18E-05,Clean
AmAm09435224,11/24/22 16:25,"Inorganic contaminants: Copper, Arsenic",2.36498,0,Contaminated: Chemical
KiMr24586224,11/24/22 16:42,"Inorganic contaminants: Barium, Chromium, Zinc, Chromium",1.16902,0,Contaminated: Chemical
AkRu04320224,11/25/22 9:40,Clean,0.0613843,5.79E-05,Clean
KiRu29313224,11/25/22 9:49,Bacteria: Shigella,0,318.664,Contaminated: Biological
KiRu29551224,11/25/22 10:03,"Inorganic contaminants: Silver, Lead, Chromium",8.10259,0,Contaminated: Chemical
AkRu03135224,11/25/22 11:12,"Inorganic contaminants: Lead, Lead",1.18361,0,Contaminated: Chemical
SoIl32461224,11/25/22 11:49,Virus: Enteroviruses,0,262.668,Contaminated: Biological
AkLu02367224,11/25/22 12:08,Inorganic contaminants: Lead,5.03242,0,Contaminated: Chemical
SoCh32164224,11/25/22 12:45,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
AkRu05139224,11/25/22 12:59,Clean,0.0386753,4.41E-05,Clean
AkRu05691224,11/25/22 13:21,Clean,0.0801743,4.65E-05,Clean
AkLu02135224,11/25/22 13:43,Clean,0.0599361,5.34E-07,Clean
HaSe21326224,11/25/22 13:48,Clean,0.0403845,6.30E-05,Clean
SoKo33164224,11/25/22 14:08,Inorganic contaminants: Lead,6.71858,0,Contaminated: Chemical
AkRu04240224,11/25/22 14:26,"Inorganic contaminants: Arsenic, Selenium, Chromium, Selenium",1.42112,0,Contaminated: Chemical
KiRu27675224,11/25/22 14:49,Bacteria: E. coli,0,49.156,Contaminated: Biological
KiRu28755224,11/25/22 14:52,Clean,0.0818154,1.36E-05,Clean
AkRu04354224,11/25/22 15:05,Clean,0.0680396,7.89E-05,Clean
SoRu35888224,11/25/22 15:47,"Inorganic contaminants: Mercury, Cadmium",9.13298,0,Contaminated: Chemical
KiRu30052224,11/25/22 16:05,"Inorganic contaminants: Mercury, Cadmium",6.49016,0,Contaminated: Chemical
HaRu19941224,11/25/22 16:17,Clean,0.0871744,5.38E-05,Clean
AkRu07190224,11/25/22 16:19,"Inorganic contaminants: Cadmium, Barium, Silver",3.11602,0,Contaminated: Chemical
SoRu37184224,11/26/22 9:36,Clean,0.0268823,3.23E-05,Clean
AmRu15317224,11/26/22 10:04,Clean,0.0307434,2.47E-07,Clean
KiRu27041224,11/26/22 10:05,Virus: Enteroviruses,0,262.668,Contaminated: Biological
KiIs23487224,11/26/22 10:16,"Inorganic contaminants: Silver, Silver",6.70886,0,Contaminated: Chemical
HaAm16234224,11/26/22 10:17,"Inorganic contaminants: Chromium, Barium",9.27464,0,Contaminated: Chemical
KiRu26914224,11/26/22 10:26,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
AkRu04647224,11/26/22 10:30,"Inorganic contaminants: Lead, Chromium, Copper",4.38506,0,Contaminated: Chemical
AkRu08515224,11/26/22 10:52,Clean,0.0418845,4.19E-06,Clean
KiRu26999224,11/26/22 11:08,"Inorganic contaminants: Barium, Barium, Silver",3.64881,0,Contaminated: Chemical
SoRu37899224,11/26/22 11:12,"Inorganic contaminants: Barium, Silver",6.2197,0,Contaminated: Chemical
HaRu20378224,11/26/22 11:16,Bacteria: E. coli,0,8.38514,Contaminated: Biological
AmRu14646224,11/26/22 11:32,Clean,0.0174558,2.02E-05,Clean
KiRu30057224,11/26/22 12:15,Inorganic contaminants: Cadmium,4.84576,0,Contaminated: Chemical
HaAm15973224,11/26/22 12:19,"Inorganic contaminants: Copper, Chromium, Copper",1.83864,0,Contaminated: Chemical
KiAm22180224,11/26/22 12:21,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
SoRu35399224,11/26/22 12:34,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
SoRu35310224,11/26/22 12:53,Inorganic contaminants: Silver,6.3874,0,Contaminated: Chemical
KiRu27310224,11/26/22 12:56,Bacteria: Salmonella,0,267.371,Contaminated: Biological
AkKi01089224,11/26/22 13:10,"Inorganic contaminants: Silver, Cadmium",8.99559,0,Contaminated: Chemical
HaRu20763224,11/26/22 13:32,"Inorganic contaminants: Zinc, Arsenic",5.24143,0,Contaminated: Chemical
SoBa31628224,11/26/22 14:03,Clean,0.0330959,8.86E-05,Clean
AmAs10058224,11/26/22 14:40,"Inorganic contaminants: Lead, Selenium",4.30639,0,Contaminated: Chemical
HaRu17349224,11/26/22 14:50,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
SoCh32259224,11/26/22 15:13,Clean,0.0743399,8.22E-05,Clean
SoRu36618224,11/26/22 15:16,"Inorganic contaminants: Cadmium, Chromium, Copper",6.3076,0,Contaminated: Chemical
KiRu25324224,11/26/22 16:14,Clean,0.053263,4.51E-05,Clean
AmRu14854224,11/27/22 9:00,Virus: Enteroviruses,0,262.668,Contaminated: Biological
AkRu07091224,11/27/22 9:25,Clean,0.0234361,7.91E-05,Clean
HaRu18475224,11/27/22 9:25,"Inorganic contaminants: Chromium, Copper, Barium",3.83191,0,Contaminated: Chemical
SoRu38939224,11/27/22 9:37,Clean,0.0534221,6.01E-05,Clean
AkRu02784224,11/27/22 9:52,"Inorganic contaminants: Cadmium, Mercury",7.33407,0,Contaminated: Chemical
HaAm16163224,11/27/22 10:44,Bacteria: Shigella,0,318.664,Contaminated: Biological
HaRu18306224,11/27/22 11:12,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
SoRu35629224,11/27/22 11:15,"Inorganic contaminants: Lead, Selenium, Barium",2.60769,0,Contaminated: Chemical
SoBa31469224,11/27/22 11:44,Clean,0.0449972,6.31E-05,Clean
HaAm16027224,11/27/22 12:38,Inorganic contaminants: Chromium,9.6878,0,Contaminated: Chemical
SoRu34926224,11/27/22 12:38,Bacteria: E. coli,0,44.4577,Contaminated: Biological
SoIl32306224,11/27/22 12:57,Inorganic contaminants: Mercury,3.46338,0,Contaminated: Chemical
AmAb09116224,11/27/22 13:00,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
KiAm22540224,11/27/22 13:03,"Inorganic contaminants: Silver, Chromium, Chromium",2.42751,0,Contaminated: Chemical
AkRu06409224,11/27/22 13:12,Clean,0.0862189,3.54E-05,Clean
SoKo33342224,11/27/22 13:13,Clean,0.0632886,8.77E-05,Clean
KiRu27259224,11/27/22 13:49,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
AkRu05493224,11/27/22 14:24,Bacteria: Shigella,0,318.664,Contaminated: Biological
AmRu15504224,11/27/22 14:51,"Inorganic contaminants: Cadmium, Silver, Arsenic",8.77596,0,Contaminated: Chemical
KiMr24844224,11/27/22 15:43,Clean,0.0341568,3.23E-05,Clean
AkRu07377224,11/27/22 16:21,Clean,0.0147835,9.84E-05,Clean
KiRu29356224,11/27/22 16:33,Bacteria: E. coli,0,47.1331,Contaminated: Biological
HaSe21142224,11/27/22 16:39,Clean,0.0807059,9.52E-05,Clean
KiRu30574224,11/28/22 9:02,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
KiRu27448224,11/28/22 9:11,Inorganic contaminants: Chromium,3.34866,0,Contaminated: Chemical
AkRu04449224,11/28/22 9:20,"Inorganic contaminants: Chromium, Copper, Mercury",7.61497,0,Contaminated: Chemical
KiRu30013224,11/28/22 9:58,Virus: Enteroviruses,0,262.668,Contaminated: Biological
AkRu03857224,11/28/22 10:34,Clean,0.0246813,8.09E-05,Clean
AkRu05447224,11/28/22 11:12,"Inorganic contaminants: Lead, Silver",6.92685,0,Contaminated: Chemical
SoRu36436224,11/28/22 11:30,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
HaRu17972224,11/28/22 11:46,Bacteria: E. coli,0,2.29223,Contaminated: Biological
SoRu35943224,11/28/22 11:56,"Inorganic contaminants: Chromium, Lead, Selenium",4.66431,0,Contaminated: Chemical
AmRu13106224,11/28/22 12:00,"Inorganic contaminants: Mercury, Barium, Chromium, Copper",3.67199,0,Contaminated: Chemical
SoRu38992224,11/28/22 12:05,Bacteria: Salmonella,0,267.371,Contaminated: Biological
AkRu03382224,11/28/22 12:07,Clean,0.092143,1.88E-05,Clean
HaAm15914224,11/28/22 12:10,"Inorganic contaminants: Arsenic, Chromium, Cadmium",2.36133,0,Contaminated: Chemical
AkRu07973224,11/28/22 12:14,Clean,0.0720659,5.12E-05,Clean
KiAm22238224,11/28/22 12:19,Inorganic contaminants: Barium,6.74566,0,Contaminated: Chemical
HaAm16232224,11/28/22 12:30,Bacteria: E. coli,0,20.062,Contaminated: Biological
AkRu05706224,11/28/22 12:32,Bacteria: Salmonella,0,267.371,Contaminated: Biological
KiHa22978224,11/28/22 13:25,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
AkRu03380224,11/28/22 13:26,Clean,0.0167526,9.97E-05,Clean
AkRu08610224,11/28/22 13:39,"Inorganic contaminants: Chromium, Barium",8.04718,0,Contaminated: Chemical
SoRu39070224,11/28/22 13:54,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
AkRu03749224,11/28/22 14:02,Clean,0.0780185,4.50E-05,Clean
SoRu39275224,11/28/22 14:04,"Inorganic contaminants: Lead, Silver, Arsenic",2.69631,0,Contaminated: Chemical
SoIl32455224,11/28/22 14:13,Clean,0.0789125,2.59E-05,Clean
AkRu07394224,11/28/22 14:22,"Inorganic contaminants: Barium, Silver, Zinc, Barium",1.2771,0,Contaminated: Chemical
KiAm22581224,11/28/22 14:23,"Inorganic contaminants: Chromium, Silver",6.18856,0,Contaminated: Chemical
HaZa21898224,11/28/22 14:27,Virus: Enteroviruses,0,262.668,Contaminated: Biological
AkRu06991224,11/28/22 14:33,Inorganic contaminants: Copper,6.29771,0,Contaminated: Chemical
AmRu14597224,11/28/22 14:47,Clean,0.0119414,9.45E-05,Clean
SoIl32396224,11/28/22 14:51,Clean,0.0440668,9.47E-05,Clean
HaRu17951224,11/28/22 14:51,Clean,0.0906783,9.02E-05,Clean
AkHa00478224,11/28/22 14:52,Bacteria: E. coli,0,43.4331,Contaminated: Biological
KiRu28052224,11/28/22 15:32,"Inorganic contaminants: Copper, Silver",1.86974,0,Contaminated: Chemical
HaRu18956224,11/28/22 16:06,Virus: Hepatitis A Virus,0,96.6341,Contaminated: Biological
SoBa31674224,11/28/22 16:21,Clean,0.0117415,6.68E-05,Clean
SoKo33455224,11/28/22 16:50,Clean,0.0245894,6.35E-05,Clean
KiRu29391224,12/1/22 9:11,Bacteria: Giardia Lamblia,0,495.898,Contaminated: Biological
SoRu37591224,12/1/22 9:20,Bacteria: E. coli,0,6.97979,Contaminated: Biological
AkLu02327224,12/1/22 9:26,"Inorganic contaminants: Arsenic, Zinc",7.91814,0,Contaminated: Chemical
AkRu07331224,12/1/22 10:05,Bacteria: E. coli,0,4.59956,Contaminated: Biological
HaRu18212224,12/1/22 10:52,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
SoRu39483224,12/1/22 10:56,Clean,0.0828009,1.72E-05,Clean
AmRu13410224,12/1/22 11:42,"Inorganic contaminants: Zinc, Silver, Chromium, Lead",1.97587,0,Contaminated: Chemical
KiZu30833224,12/1/22 11:50,Clean,0.0976136,9.53E-05,Clean
HaDe16599224,12/1/22 11:59,Bacteria: Shigella,0,318.664,Contaminated: Biological
AmAm09571224,12/1/22 12:33,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
AkRu06399224,12/1/22 12:44,Inorganic contaminants: Barium,4.59074,0,Contaminated: Chemical
HaRu18112224,12/1/22 13:06,Bacteria: Vibrio cholerae,0,182.88,Contaminated: Biological
KiAm22556224,12/1/22 13:15,Virus: Enteroviruses,0,262.668,Contaminated: Biological
KiRu27236224,12/1/22 13:22,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
AkRu05968224,12/1/22 13:42,Virus: Enteroviruses,0,262.668,Contaminated: Biological
SoKo33199224,12/1/22 14:04,Clean,0.0345773,2.50E-05,Clean
AmAm09442224,12/1/22 14:06,Parasite: Cryptosporidium,0,485.162,Contaminated: Biological
AkKi00833224,12/1/22 14:18,Bacteria: Shigella,0,318.664,Contaminated: Biological
